Symbol,Name,Last,Change,%Chg,"Options Vol.","% Put Options","% Call Options",Put/Call,Time
CURE,"Healthcare Bull 3X Direxion ETF Direxion",65.53,0.23,+0.35%,173,15.6%,84.4%,0.18493150684932,08/21/20
HEDJ,"Wisdomtree Europe Hedged Equity Fund",61.63,-0.26,-0.42%,172,39.0%,61.0%,0.63809523809524,08/21/20
IWV,"Russell 3000 Ishares ETF",198.14,0.45999999999998,+0.23%,169,53.3%,46.7%,1.1392405063291,08/21/20
BLOK,"Transformational Data Sharing Amplify ETF",24.65,0.059999999999999,+0.24%,167,4.8%,95.2%,0.050314465408805,08/21/20
ARKQ,"Ark Industrial Innovation ETF",55.74,0.36,+0.65%,164,3.7%,96.3%,0.037974683544304,08/21/20
INDL,"India Bull 3X Direxion",29.98,-0.24,-0.79%,162,8.0%,92.0%,0.087248322147651,08/21/20
PFF,"US Preferred Stock Ishares ETF",36.53,-0.04,-0.11%,162,45.1%,54.9%,0.82022471910112,08/21/20
IHI,"US Medical Devices Ishares ETF",294.22,0.07000000000005,+0.02%,161,64.0%,36.0%,1.7758620689655,08/21/20
DBC,"DB Commodity Index Fund Invesco",13.3,-0.13,-0.97%,155,17.4%,82.6%,0.2109375,08/21/20
WEAT,"Teucrium Wheat",5.35,0.029999999999999,+0.56%,155,11.0%,89.0%,0.1231884057971,08/21/20
VT,"Total World Stock Index ETF Vanguard",81.76,0.079999999999998,+0.10%,148,50.0%,50.0%,1,08/21/20
HNU.TO,"Betapro Nat Gas 2X Daily Bull ETF",16.2,0.8,+5.19%,146,0.0%,100.0%,0,08/21/20
INDA,"India MSCI Ishares ETF",33.09,-0.079999999999998,-0.24%,145,29.0%,71.0%,0.40776699029126,08/21/20
SJB,"High Yld Short Proshares",19.88,-0.010000000000002,-0.05%,132,0.0%,100.0%,0,08/21/20
FCG,"Natural Gas ETF FT",7.56,-0.15,-1.95%,132,8.3%,91.7%,0.090909090909091,08/21/20
UYG,"Ultra Financials Proshares",31.8,-0.099999999999998,-0.31%,132,25.8%,74.2%,0.3469387755102,08/21/20
EWT,"Taiwan Ishares MSCI ETF",44.35,0.4,+0.91%,129,69.8%,30.2%,2.3076923076923,08/21/20
HMMJ.TO,"Horizons Marijuana Life Sciences ETF",6.6,-0.09,-1.35%,125,48.8%,51.2%,0.953125,08/21/20
VEU,"FTSE All-World Ex-US ETF Vanguard",51.17,-0.14,-0.27%,124,0.0%,100.0%,0,08/21/20
ECH,"Chile Ishares MSCI ETF",26.38,-0.15,-0.57%,123,22.0%,78.0%,0.28125,08/21/20
YCS,"Ultrashort Yen Proshares",71.51,0.040000000000006,+0.06%,121,88.4%,11.6%,7.6428571428571,08/21/20
VEA,"FTSE Developed Markets Vanguard",41.4,-0.22,-0.53%,120,35.8%,64.2%,0.55844155844156,08/21/20
QYLD,"Horizons Nasdaq-100 Covered Call ETF",22.06,0.09,+0.41%,118,30.5%,69.5%,0.4390243902439,08/21/20
HYD,"High Yld Muni ETF Vaneck",59.93,-0.19,-0.32%,118,39.8%,60.2%,0.66197183098592,08/21/20
WOOD,"Global Timber & Forestry Ishares ETF",65.11,0.12,+0.18%,118,7.6%,92.4%,0.08256880733945,08/21/20
ARGT,"G-X FTSE Argentina 20 ETF",25.74,-0.31,-1.19%,117,31.6%,68.4%,0.4625,08/21/20
IVW,"S&P 500 Growth Ishares ETF",234.19,1.46,+0.63%,116,87.9%,12.1%,7.2857142857143,08/21/20
PBW,"Wilderhill Clean Energy Invesco ETF",53.65,0.22,+0.41%,112,11.6%,88.4%,0.13131313131313,08/21/20
EDZ,"Emrg Mkts Bear 3X Direxion",18.43,-0.29,-1.55%,110,27.3%,72.7%,0.375,08/21/20
BND,"Total Bond Market ETF Vanguard",88.77,0.19,+0.21%,109,22.0%,78.0%,0.28235294117647,08/21/20
MGK,"Megacap 300 Growth Index ETF Vanguard",187.22,1.25,+0.67%,104,76.0%,24.0%,3.16,08/21/20
KBWB,"KBW Bank Invesco ETF",38.27,-0.19,-0.49%,99,98.0%,2.0%,48.5,08/21/20
IHAK,"Ishares Cybersecurity and Tech ETF",33.65,-0.18,-0.53%,98,0.0%,100.0%,0,08/21/20
FXF,"Swiss Franc Trust Currencyshares Invesco",100.39,-0.42999999999999,-0.43%,97,18.6%,81.4%,0.22784810126582,08/21/20
XES,"S&P Oil & Gas Eqpt & Services SPDR",34.17,-1.61,-4.50%,97,9.3%,90.7%,0.10227272727273,08/21/20
HACK,"ISE Cyber Security ETF",48.09,-0.4,-0.82%,96,5.2%,94.8%,0.054945054945055,08/21/20
SPHB,"S&P 500 High Beta Invesco ETF",42.22,-0.23,-0.54%,92,0.0%,100.0%,0,08/21/20
SCHX,"Schwab US Largecap ETF",81.67,0.26000000000001,+0.32%,90,6.7%,93.3%,0.071428571428571,08/21/20
IYW,"US Technology Ishares ETF",304.22,3.11,+1.03%,89,1.1%,98.9%,0.011363636363636,08/21/20
EZU,"Eurozone Ishares MSCI ETF",38.85,-0.31,-0.79%,87,73.6%,26.4%,2.7826086956522,08/21/20
NERD,"Roundhill Bitkraft Esports & Digital Entertainme",25.13,0.17,+0.68%,85,9.4%,90.6%,0.1038961038961,08/21/20
IWP,"Russell Mid-Cap Growth Ishares ETF",171.85,-0.43000000000001,-0.25%,82,0.0%,100.0%,0,08/21/20
BKLN,"Senior Loan Invesco ETF",21.77,-0.039999999999999,-0.18%,79,65.8%,34.2%,1.9259259259259,08/21/20
TLH,"10-20 Year Treas Bond Ishares ETF",168.59,0.53,+0.32%,77,16.9%,83.1%,0.203125,08/21/20
HGU.TO,"Betapro CDN Gold Miners 2X Dly Bull ETF",33.84,-1.57,-4.43%,76,35.5%,64.5%,0.55102040816327,08/21/20
MIDU,"Mid Cap Bull 3X Direxion",23.74,-0.28,-1.17%,75,44.0%,56.0%,0.78571428571429,08/21/20
IEMG,"Emrg Mkts Ishares Core MSCI ETF",52.89,0.25,+0.47%,75,6.7%,93.3%,0.071428571428571,08/21/20
DEM,"Wisdomtree EM High Div Fund",38,-0.17,-0.45%,74,10.8%,89.2%,0.12121212121212,08/21/20
VPU,"Utilities ETF Vanguard",129.67,0.0099999999999909,+0.01%,74,33.8%,66.2%,0.51020408163265,08/21/20
VFH,"Financial ETF Vanguard",59.55,-0.23,-0.38%,74,44.6%,55.4%,0.80487804878049,08/21/20
IEO,"US Oil & Gas Explor & Prod Ishares ETF",32.12,-0.36,-1.11%,73,12.3%,87.7%,0.140625,08/21/20
BIS,"Ultrashort Biotechnology Proshares",33.39,0.39,+1.18%,73,0.0%,100.0%,0,08/21/20
AGG,"US Aggregate Bond Ishares Core ETF",118.68,0.12,+0.10%,71,35.2%,64.8%,0.54347826086957,08/21/20
VIXM,"VIX Mid-Term Futures Proshares",39.09,0.64,+1.66%,66,0.0%,100.0%,0,08/21/20
DIG,"Ultra Oil & Gas Proshares",68.17,-0.98999999999999,-1.43%,66,36.4%,63.6%,0.57142857142857,08/21/20
SPYV,"SPDR S&P 500 Value Portfolio ETF",30.65,-0.020000000000003,-0.07%,64,28.1%,71.9%,0.39130434782609,08/21/20
ESPO,"Vaneck Vectors Video Gaming and Esports ETF",60.64,0.42,+0.70%,64,0.0%,100.0%,0,08/21/20
XEG.TO,"Ishares S&P TSX Capped Energy Index ETF",5.14,-0.15,-2.84%,62,0.0%,100.0%,0,08/21/20
PDBC,"Optimum Yield Diversified Commodity Strategy No",13.94,-0.16,-1.13%,59,6.8%,93.2%,0.072727272727273,08/21/20
FNGS,"Microsectors Fang Etns Due January 8 2038",92.63,1.35,+1.48%,58,0.0%,100.0%,0,08/21/20
UWM,"Ultra Russell 2000 Proshares",56.3,-0.79000000000001,-1.38%,57,84.2%,15.8%,5.3333333333333,08/21/20
HDGE,"Active Bear ETF",4.54,0.03,+0.67%,55,3.6%,96.4%,0.037735849056604,08/21/20
VO,"Midcap ETF Vanguard",176.66,-0.20000000000002,-0.11%,53,1.9%,98.1%,0.019230769230769,08/21/20
DXJ,"Wisdomtree Japan Hedged Equity Fund",47.82,-0.13,-0.27%,52,67.3%,32.7%,2.0588235294118,08/21/20
IEFA,"EAFE Ishares Core MSCI ETF",60.77,-0.33,-0.54%,52,30.8%,69.2%,0.44444444444444,08/21/20
ITOT,"S&P Total US Stock Market Ishares Core ETF",76.4,0.13000000000001,+0.17%,51,23.5%,76.5%,0.30769230769231,08/21/20
VCIT,"Interm Corp Bond Vanguard",96.37,0.03,+0.03%,51,27.5%,72.5%,0.37837837837838,08/21/20
SLX,"Steel Vaneck ETF",30.33,-0.7,-2.26%,50,0.0%,100.0%,0,08/21/20
ISRA,"Israel Vaneck ETF",36.35,-0.34,-0.93%,50,100.0%,0.0%,0,08/21/20
RING,"Global Gold Miners Ishares MSCI ETF",34.03,-0.8,-2.28%,48,12.5%,87.5%,0.14285714285714,08/21/20
ASHS,"Db-Xt Harvest CSI 500 China A",35.15,-0.060000000000002,-0.17%,46,17.4%,82.6%,0.21052631578947,08/21/20
USD,"Ultra Semiconductors Proshares",71.84,1.71,+2.44%,45,4.4%,95.6%,0.046511627906977,08/21/20
TDIV,"Nasdaq Technology Dividend Index Fund FT",44.73,0.3,+0.68%,44,47.7%,52.3%,0.91304347826087,08/21/20
HND.TO,"Betapro Nat Gas 2X Daily Bear ETF",7.15,-0.4,-5.30%,42,2.4%,97.6%,0.024390243902439,08/21/20
PIN,"India Invesco ETF",19.17,-0.099999999999998,-0.52%,42,23.8%,76.2%,0.3125,08/21/20
PGX,"Preferred Invesco ETF",14.93,-0.0099999999999998,-0.07%,41,43.9%,56.1%,0.78260869565217,08/21/20
USMV,"USA Min Vol Ishares Edge MSCI ETF",63.96,-0.080000000000005,-0.12%,41,7.3%,92.7%,0.078947368421053,08/21/20
XSD,"S&P Semiconductor SPDR",122.9,0.53,+0.43%,41,7.3%,92.7%,0.078947368421053,08/21/20
PICK,"Global Metals & Mining Producers Ishares MSCI Et",27.49,-0.37,-1.33%,40,7.5%,92.5%,0.081081081081081,08/21/20
ULE,"Ultra Euro Proshares",14.82,-0.21,-1.40%,40,7.5%,92.5%,0.081081081081081,08/21/20
FEP,"Europe Alphadex Fund FT",33.72,-0.14,-0.41%,40,100.0%,0.0%,0,08/21/20
IYZ,"US Telecommunications Ishares ETF",28.89,-0.039999999999999,-0.14%,40,100.0%,0.0%,0,08/21/20
MTUM,"USA Momentum Factor Ishares Edge MSCI ETF",147.69,0.74000000000001,+0.50%,40,45.0%,55.0%,0.81818181818182,08/21/20
DFJ,"Wisdomtree Japan Smallcap Fund",65.87,-0.11999999999999,-0.18%,40,100.0%,0.0%,0,08/21/20
DXJS,"Wisdomtree Japan Smallcap Eqty Hedged Fund",37.07,-0.34,-0.90%,39,100.0%,0.0%,0,08/21/20
HGD.TO,"Betapro CDN Gold Miners 2X Dly Bear ETF",7.3,0.28,+3.99%,39,0.0%,100.0%,0,08/21/20
IDV,"Intl Select Dividend Ishares ETF",26.12,-0.17,-0.65%,39,38.5%,61.5%,0.625,08/21/20
DBE,"DB Energy Fund Invesco",10.03,-0.15,-1.47%,38,100.0%,0.0%,0,08/21/20
IEV,"Europe 350 Ishares ETF",42.87,-0.40000000000001,-0.92%,38,2.6%,97.4%,0.027027027027027,08/21/20
QQQE,"Nasdaq 100 EW Index Direxion",64.05,0.059999999999995,+0.09%,37,64.9%,35.1%,1.8461538461538,08/21/20
VTWO,"Russell 2000 Vanguard",124.56,-1.06,-0.84%,37,43.2%,56.8%,0.76190476190476,08/21/20
CIBR,"Nasdaq Cybersecurity ETF FT",35.33,-0.27,-0.76%,36,0.0%,100.0%,0,08/21/20
SKF,"Ultrashort Financials Proshares",11.48,0.050000000000001,+0.44%,35,25.7%,74.3%,0.34615384615385,08/21/20
CWB,"Convertible Secs Barclays Capital SPDR",68.27,0,0.00%,35,62.9%,37.1%,1.6923076923077,08/21/20
ERY,"Energy Bear 2X Direxion",51.89,0.71,+1.39%,35,65.7%,34.3%,1.9166666666667,08/21/20
PSP,"Global Listed Private Equity Invesco ETF",11.15,-0.0099999999999998,-0.09%,35,100.0%,0.0%,0,08/21/20
XPP,"Ultra FTSE China 25 Proshares",64.17,1.12,+1.78%,35,71.4%,28.6%,2.5,08/21/20
MOO,"Agribusiness ETF Vaneck",67.12,-0.019999999999996,-0.03%,35,2.9%,97.1%,0.029411764705882,08/21/20
VOE,"Midcap Value ETF Vanguard",102.04,-0.3,-0.29%,35,11.4%,88.6%,0.12903225806452,08/21/20
EPI,"Wisdomtree India Earnings Fund",23.25,-0.050000000000001,-0.21%,34,29.4%,70.6%,0.41666666666667,08/21/20
VB,"Smallcap ETF Vanguard",156.4,-0.57999999999998,-0.37%,34,14.7%,85.3%,0.17241379310345,08/21/20
WFH,"Work From Home ETF Direxion",53.81,-0.69,-1.27%,34,0.0%,100.0%,0,08/21/20
IPO,"Renaissance IPO ETF",45.36,-0.58,-1.26%,33,0.0%,100.0%,0,08/21/20
EWP,"Spain Ishares MSCI ETF",22.99,-0.16,-0.69%,33,87.9%,12.1%,7.25,08/21/20
ZROZ,"25+ Year Zero Cpn U.S. Trsy Idx ETF Pimco",176.41,1.63,+0.93%,33,24.2%,75.8%,0.32,08/21/20
ILF,"Latin America 40 Ishares ETF",22.26,-0.29,-1.29%,33,90.9%,9.1%,10,08/21/20
OEF,"S&P 100 Ishares ETF",158.49,0.98000000000002,+0.62%,32,0.0%,100.0%,0,08/21/20
OUNZ,"Gold Shares Vaneck",18.92,-0.14,-0.73%,32,3.1%,96.9%,0.032258064516129,08/21/20
XFN.TO,"Ishares S&P TSX Capped Financials ETF",34.04,0,0.00%,32,43.8%,56.3%,0.77777777777778,08/21/20
IVOL,"Quadratic Interest Rate Volatility and Inflation",27.25,0.010000000000002,+0.04%,31,0.0%,100.0%,0,08/21/20
SRS,"Ultrashort Real Estate Proshares",14.72,-0.039999999999999,-0.27%,31,0.0%,100.0%,0,08/21/20
AFTY,"CSOP FTSE China A50 ETF",19.07,-0.07,-0.37%,31,0.0%,100.0%,0,08/21/20
EWI,"Italy Ishares MSCI ETF",25.62,-0.22,-0.85%,30,53.3%,46.7%,1.1428571428571,08/21/20
SCHB,"Schwab US Broad Market ETF",80.84,0.2,+0.25%,30,0.0%,100.0%,0,08/21/20
REMX,"Rare Earth/Strategic Metals Vaneck ETF",41.32,-0.48,-1.15%,30,23.3%,76.7%,0.30434782608696,08/21/20
VOT,"Midcap Growth ETF Vanguard",179.47,-0.22,-0.12%,29,44.8%,55.2%,0.8125,08/21/20
SPLG,"SPDR Large Cap Portfolio ETF",39.89,0.14,+0.35%,29,48.3%,51.7%,0.93333333333333,08/21/20
AMZA,"Infracap MLP ETF",17.4,-0.26,-1.47%,29,48.3%,51.7%,0.93333333333333,08/21/20
IEZ,"US Oil Equipment & Services Ishares ETF",9.01,-0.31,-3.33%,29,82.8%,17.2%,4.8,08/21/20
SCHV,"Schwab US Largecap Value ETF",52.93,0.030000000000001,+0.06%,27,25.9%,74.1%,0.35,08/21/20
CHAD,"CSI 300 China A 1X Direxion",21.33,0.009999999999998,+0.05%,27,0.0%,100.0%,0,08/21/20
GNR,"S&P Global Natural Resources SPDR",38.94,-0.46,-1.17%,27,0.0%,100.0%,0,08/21/20
POTX,"Global X Cannabis ETF",9.41,-0.16,-1.72%,26,76.9%,23.1%,3.3333333333333,08/21/20
KBA,"KS Bosera MSCI China A ETF",39.77,-0.049999999999997,-0.13%,26,34.6%,65.4%,0.52941176470588,08/21/20
EWS,"Singapore Ishares MSCI ETF",18.97,-0.12,-0.63%,26,50.0%,50.0%,1,08/21/20
BJK,"Gaming ETF Vaneck",38.1,0.39,+1.03%,22,77.3%,22.7%,3.4,08/21/20
CVY,"Zacks Multi-Asset Income Invesco ETF",17.2,-0.13,-0.75%,22,0.0%,100.0%,0,08/21/20
IYE,"US Energy Ishares ETF",19.21,-0.14,-0.72%,22,50.0%,50.0%,1,08/21/20
SPDN,"S&P 500 Bear 1X Direxion",20.72,-0.09,-0.43%,20,0.0%,100.0%,0,08/21/20
XSP.TO,"Ishares Core S&P 500 ETF CAD Hdg ETF",36.85,0.15,+0.41%,20,0.0%,100.0%,0,08/21/20
ZSP.TO,"BMO S&P 500 Index ETF",49.34,0.22,+0.45%,20,100.0%,0.0%,0,08/21/20
JPUS,"JPM Dvsd Rtns US Equity ETF",74.91,-0.030000000000001,-0.04%,20,0.0%,100.0%,0,08/21/20
IYH,"US Healthcare Ishares ETF",228.76,-0.11000000000001,-0.05%,20,0.0%,100.0%,0,08/21/20
EUM,"Emrg Mkts MSCI Short Proshares",15.44,-0.08,-0.52%,20,100.0%,0.0%,0,08/21/20
MUNI,"Interm Muni Bond Strgy ETF Pimco",56.43,-0.009999999999998,-0.02%,19,100.0%,0.0%,0,08/21/20
VAW,"Materials ETF Vanguard",132.72,-0.97999999999999,-0.73%,19,0.0%,100.0%,0,08/21/20
NOBL,"S&P 500 Aristocrats Proshares",72.78,0.030000000000001,+0.04%,19,5.3%,94.7%,0.055555555555556,08/21/20
GSG,"S&P GSCI Commodity-Indexed Ishares ETF",11.06,-0.09,-0.81%,17,88.2%,11.8%,7.5,08/21/20
IGSB,"Short-Term Corp Bond Ishares ETF",55.01,0.02,+0.04%,17,58.8%,41.2%,1.4285714285714,08/21/20
VV,"Largecap ETF Vanguard",157.89,0.44,+0.28%,17,11.8%,88.2%,0.13333333333333,08/21/20
ACWI,"ACWI Ishares MSCI ETF",80.62,0.13,+0.16%,16,25.0%,75.0%,0.33333333333333,08/21/20
VHT,"Healthcare ETF Vanguard",204.84,-0.18000000000001,-0.09%,16,56.3%,43.8%,1.2857142857143,08/21/20
CNXT,"Chinaamc Sme-Chn Vaneck ETF",40.91,0.44,+1.09%,16,0.0%,100.0%,0,08/21/20
IBUY,"Online Retail Amplify ETF",91.57,-0.52,-0.56%,16,6.3%,93.8%,0.066666666666667,08/21/20
URE,"Ultra Real Estate Proshares",56.45,0.07,+0.12%,15,80.0%,20.0%,4,08/21/20
BBH,"Biotech Vaneck ETF",157.09,-0.5,-0.32%,15,100.0%,0.0%,0,08/21/20
VDC,"Consumer Staples ETF Vanguard",164.06,0.21000000000001,+0.13%,15,0.0%,100.0%,0,08/21/20
COW,"Ipatha.B Livestock Subindex TR ETN",32.65,-0.14,-0.43%,15,6.7%,93.3%,0.071428571428571,08/21/20
HYMB,"S&P HI Yld Muni Bond SPDR",57.3,0.13,+0.23%,15,93.3%,6.7%,14,08/21/20
EWC,"Canada Ishares MSCI ETF",28.42,-0.11,-0.39%,14,64.3%,35.7%,1.8,08/21/20
ZQQ.TO,"BMO Nasdaq 100 Hedged To CAD Index ETF",84.56,0.61,+0.73%,14,85.7%,14.3%,6,08/21/20
SBIO,"Alps Medical Breakthroughs ETF",41.66,-0.18000000000001,-0.43%,13,76.9%,23.1%,3.3333333333333,08/21/20
SOCL,"G-X Social Media ETF",48.63,0.18,+0.37%,13,61.5%,38.5%,1.6,08/21/20
CANE,"Teucrium Sugar",6.03,-0.069999999999999,-1.15%,13,0.0%,100.0%,0,08/21/20
VBK,"Smallcap Growth ETF Vanguard",214.99,-1,-0.46%,13,76.9%,23.1%,3.3333333333333,08/21/20
ROBO,"Global Robotics and Automation ETF",47.05,-0.14,-0.30%,13,23.1%,76.9%,0.3,08/21/20
IWC,"Micro-Cap Ishares ETF",94.4,-1.29,-1.35%,13,100.0%,0.0%,0,08/21/20
DGRO,"Dividend Growth Ishares Core ETF",40.4,0.13,+0.32%,12,16.7%,83.3%,0.2,08/21/20
XPH,"S&P Pharmaceuticals SPDR",43.68,-0.52,-1.18%,12,0.0%,100.0%,0,08/21/20
IAT,"US Regional Banks Ishares ETF",33.39,-0.2,-0.60%,11,100.0%,0.0%,0,08/21/20
FTEC,"Fidelity Info Tech MSCI ETF",92.64,0.91,+0.99%,11,0.0%,100.0%,0,08/21/20
GERM,"Etfmg Treatments Testing and Advancements ETF",30.1,-0.19,-0.63%,11,0.0%,100.0%,0,08/21/20
ZUE.TO,"BMO S&P 500 Hedged CAD ETF",49.3,0.23,+0.47%,11,0.0%,100.0%,0,08/21/20
BLV,"Long Term Bond Index ETF Vanguard",114.05,0.39999999999999,+0.35%,11,9.1%,90.9%,0.1,08/21/20
DJP,"Ipath Commodity Index TR ETN",19.7,-0.19,-0.96%,11,27.3%,72.7%,0.375,08/21/20
IGM,"North American Tech Ishares ETF",312.61,1.24,+0.40%,10,30.0%,70.0%,0.42857142857143,08/21/20
FTCS,"Capital Strength ETF FT",63.72,0.04,+0.06%,10,0.0%,100.0%,0,08/21/20
SCHA,"Schwab US Smallcap ETF",70.52,-0.48,-0.68%,10,30.0%,70.0%,0.42857142857143,08/21/20
FENY,"Fidelity Energy MSCI ETF",9.53,-0.06,-0.63%,10,100.0%,0.0%,0,08/21/20
QUAL,"USA Quality Factor Ishares Edge MSCI ETF",104.59,0.31,+0.30%,10,50.0%,50.0%,1,08/21/20
PPH,"Pharmaceutical Vaneck ETF",63.87,-0.41,-0.64%,10,0.0%,100.0%,0,08/21/20
VNQI,"Global Ex-US Real Estate Vanguard",49.42,0.17,+0.35%,10,50.0%,50.0%,1,08/21/20
EWX,"S&P Emrg Mkts Smallcap SPDR",44.87,0.2,+0.45%,10,0.0%,100.0%,0,08/21/20
GVI,"Interm Govt/Credit Bond Ishares ETF",117.92,0.010000000000005,+0.01%,10,0.0%,100.0%,0,08/21/20
FBT,"Biotechnology Index NYSE ETF",158.15,-0.84999999999999,-0.53%,10,0.0%,100.0%,0,08/21/20
EWQ,"France Ishares MSCI ETF",28.78,-0.22,-0.76%,10,100.0%,0.0%,0,08/21/20
PGJ,"Golden Dragon China Invesco ETF",52.09,-0.16,-0.31%,10,0.0%,100.0%,0,08/21/20
PTNQ,"Pacer Trendpilot 100 ETF",48.62,0.23,+0.48%,10,0.0%,100.0%,0,08/21/20
IGIB,"Intermediate-Term Corp Bond Ishares ETF",61.19,0.05,+0.08%,10,100.0%,0.0%,0,08/21/20
KIE,"S&P Insurance ETF SPDR",28.81,-0.29,-1.00%,9,22.2%,77.8%,0.28571428571429,08/21/20
HPR.TO,"Horizons Active Pref Share ETF",7.45,-0.01,-0.13%,9,66.7%,33.3%,2,08/21/20
SRVR,"Pacer Benchmark & Infrastructure Real Estate Sct",36.29,-0.19,-0.52%,9,0.0%,100.0%,0,08/21/20
MGC,"Megacap 300 Index ETF Vanguard",121.18,0.57000000000001,+0.47%,9,0.0%,100.0%,0,08/21/20
NIB,"Ipath Cocoa Subindex TR Sm Index ETN",28.97,0.059999999999999,+0.21%,9,11.1%,88.9%,0.125,08/21/20
CHIQ,"G-X China Consumer ETF",25.69,0.17,+0.67%,8,62.5%,37.5%,1.6666666666667,08/21/20
THCX,"Spinnaker ETF Series The Cannabis ETF",10,-0.37,-3.57%,8,25.0%,75.0%,0.33333333333333,08/21/20
MLPA,"Global X MLP ETF",26.24,-0.3,-1.13%,8,100.0%,0.0%,0,08/21/20
SCHE,"Schwab EM Mkts Equity ETF",26.93,0.13,+0.49%,8,100.0%,0.0%,0,08/21/20
VFV.TO,"Vanguard S&P 500 Index ETF",79.63,0.31,+0.39%,7,85.7%,14.3%,6,08/21/20
PHO,"Water Resources Invesco ETF",39.83,-0.08,-0.20%,7,14.3%,85.7%,0.16666666666667,08/21/20
EURL,"FTSE Europe Bull 3X Direxion",18.77,-0.48,-2.49%,7,14.3%,85.7%,0.16666666666667,08/21/20
FNCL,"Fidelity Financials MSCI ETF",34.46,-0.15,-0.43%,7,0.0%,100.0%,0,08/21/20
FDIS,"Fidelity Consumer Disc MSCI ETF",62.38,0.31,+0.50%,7,0.0%,100.0%,0,08/21/20
BAL,"Ipatha.B Cotton Subindex TR ETN",38.08,0.17,+0.45%,6,33.3%,66.7%,0.5,08/21/20
DGS,"Wisdomtree Emerging Market Smallcap Fund",42.17,0.17,+0.40%,6,0.0%,100.0%,0,08/21/20
ITM,"Interm Muni ETF Vaneck",51.62,-0.030000000000001,-0.06%,6,16.7%,83.3%,0.2,08/21/20
SCHP,"Schwab US TIPS ETF",61.49,0.2,+0.33%,6,83.3%,16.7%,5,08/21/20
KOL,"Coal ETF Vaneck",74.07,-0.71000000000001,-0.95%,6,100.0%,0.0%,0,08/21/20
FTRI,"Indxx Global Natural Resources Income ETF FT",10.65,-0.01,-0.08%,6,0.0%,100.0%,0,08/18/20
FFTY,"Innovator Ibd 50 Fund ETF",37.94,-0.07,-0.18%,6,0.0%,100.0%,0,08/21/20
EMLC,"Emrg Mkts Local Curr Bond ETF Vaneck",31.12,-0.19,-0.61%,6,83.3%,16.7%,5,08/21/20
PNQI,"Nasdaq Internet Invesco ETF",201.8,-0.6,-0.30%,6,0.0%,100.0%,0,08/21/20
AAXJ,"All Country Asia Ex Japan Ishares MSCI ETF",76.94,0.58,+0.76%,5,40.0%,60.0%,0.66666666666667,08/21/20
CHIX,"G-X China Financials ETF",15.01,-0.14,-0.92%,5,60.0%,40.0%,1.5,08/21/20
IXC,"Global Energy Ishares ETF",19.16,-0.16,-0.83%,5,40.0%,60.0%,0.66666666666667,08/21/20
IPAY,"Purefunds ISE Mobile Payments ETF",54.62,-0.28,-0.51%,5,0.0%,100.0%,0,08/21/20
FXL,"Technology Alphadex First Trust",89.25,-0.43000000000001,-0.48%,5,40.0%,60.0%,0.66666666666667,08/21/20
IWB,"Russell 1000 Ishares ETF",189.09,0.56,+0.30%,5,0.0%,100.0%,0,08/21/20
REK,"Real Estate Short Proshares",12.34,-0.0099999999999998,-0.08%,5,0.0%,100.0%,0,08/21/20
USDU,"Wisdomtree Bloomberg U.S. Dollar Bullish Fund",26.53,-0.02,-0.08%,5,100.0%,0.0%,0,08/21/20
HYLD,"High Yield ETF",30.24,0.19,+0.63%,5,0.0%,100.0%,0,08/21/20
IYJ,"US Industrials Ishares ETF",165.83,0.27000000000001,+0.16%,5,0.0%,100.0%,0,08/21/20
DBS,"DB Silver Fund Invesco",38.46,-0.92,-2.34%,5,0.0%,100.0%,0,08/21/20
RPV,"S&P 500 Pure Value Invesco ETF",50.11,-0.37,-0.73%,4,0.0%,100.0%,0,08/21/20
RETL,"Retail Bull 3X Direxion",251.6,2.44,+0.98%,4,50.0%,50.0%,1,08/21/20
DBV,"DB G10 Currency Harvest Fund Invesco",23.64,0,0.00%,4,50.0%,50.0%,1,08/21/20
VCR,"Consumer Disc ETF Vanguard",238.04,1.4,+0.59%,4,25.0%,75.0%,0.33333333333333,08/21/20
REW,"Ultrashort Technology Proshares",19.48,-0.4,-2.01%,4,100.0%,0.0%,0,08/21/20
XT,"Exponential Technologies Ishares ETF",48.38,-0.04,-0.08%,4,0.0%,100.0%,0,08/21/20
DBEF,"Db-Xt MSCI EAFE Hgd Eq",30.75,-0.02,-0.06%,4,0.0%,100.0%,0,08/21/20
EFAV,"EAFE Min Vol Ishares Edge MSCI ETF",68.84,-0.2,-0.29%,4,100.0%,0.0%,0,08/21/20
UMDD,"Ultrapro Midcap 400 Proshares",59.75,-0.66,-1.09%,4,50.0%,50.0%,1,08/21/20
DES,"Wisdomtree U.S. Smallcap Div Fund",22.32,-0.16,-0.71%,4,50.0%,50.0%,1,08/21/20
SPSM,"SPDR Small Cap Portfolio ETF",28.63,-0.18,-0.62%,4,100.0%,0.0%,0,08/21/20
VCLT,"Long-Term Corp Bond Vanguard",109.38,0.43,+0.39%,4,75.0%,25.0%,3,08/21/20
IHF,"US Healthcare Providers Ishares ETF",207.63,0.47999999999999,+0.23%,3,0.0%,100.0%,0,08/21/20
SCHH,"Schwab US REIT ETF",36.22,0.009999999999998,+0.03%,3,66.7%,33.3%,2,08/21/20
HYS,"0-5 Year HI Yld Corp Bond Idx ETF Pimco",94.02,-0.030000000000001,-0.03%,3,66.7%,33.3%,2,08/21/20
